Ident	Bloc	X	Y	DW.predicted.model1
G164	1	20	48	NA
G164	2	15	61	NA
G164	6	49	159	NA
G164	4	38	94	NA
G164	5	51	64	NA
G165	2	5	108	NA
G165	4	36	115	NA
G165	6	42	147	NA
G165	5	54	35	NA
G165	3	25	23	NA
G165	1	6	4	NA
G166	3	33	61	818.5003281
G166	5	43	63	647.7206885
G166	4	29	92	635.1164808
G166	2	20	93	506.9770146
G166	1	8	16	907.8754998
G166	6	49	147	427.3806621
G167	2	21	107	672.8223085
G167	3	36	43	569.5491582
G167	6	54	141	181.7082922
G167	4	38	127	NA
G167	5	48	93	259.6986784
G167	1	9	23	842.0789651
G168	3	31	34	NA
G168	5	50	61	NA
G168	1	21	33	275.2036076
G168	2	11	81	480.7009319
G168	4	36	139	NA
G168	6	45	139	183.6593436
G169	6	41	134	NA
G169	5	46	78	233.9915345
G169	4	24	118	NA
G169	1	9	46	507.4719308
G169	2	7	83	163.321606
G169	3	36	32	NA
G170	5	46	41	929.8110459
G170	2	22	77	763.7532518
G170	6	55	97	881.2833949
G170	4	39	98	588.5302288
G170	3	35	56	445.0719465
G170	1	18	57	1202.663928
G171	4	30	89	719.0604506
G171	2	20	91	471.953008
G171	3	36	59	NA
G171	5	53	47	396.0382802
G171	1	4	3	231.4210998
G171	6	52	157	433.2739673
G172	6	54	160	NA
G172	5	54	65	581.8936568
G172	2	7	62	1054.820824
G172	3	33	16	326.0042761
G172	4	38	146	78.5084906
G172	1	3	33	693.1923446
G173	1	22	21	488.5904889
G173	6	44	136	NA
G173	2	11	96	403.050782
G173	4	30	94	442.4322618
G173	5	51	85	953.9179341
G173	3	33	27	328.1660278
G174	1	9	24	1031.656488
G174	5	55	55	477.7437141
G174	4	26	105	183.6188013
G174	3	29	45	613.214316
G174	6	48	130	255.1460074
G174	2	13	83	424.193008
G175	5	48	70	660.7263899
G175	6	43	113	661.6244977
G175	4	23	151	NA
G175	1	13	58	893.2637485
G175	3	36	35	678.1840267
G175	2	9	100	658.0534679
G176	6	55	106	589.4152842
G176	4	25	141	288.6745208
G176	1	5	40	930.3802845
G176	2	16	76	705.6736019
G176	3	38	57	526.8352856
G176	5	50	68	670.2882705
G177	1	4	35	233.7389172
G177	4	27	146	NA
G177	6	49	137	NA
G177	3	37	44	364.2699579
G177	5	45	93	NA
G177	2	10	62	NA
G178	5	40	88	256.0010592
G178	2	6	82	521.3076444
G178	4	27	100	484.3824941
G178	1	10	29	548.9882416
G178	3	24	78	435.4375985
G178	6	46	153	NA
G179	2	17	110	575.5043586
G179	6	45	102	629.8423267
G179	4	30	90	808.3579344
G179	3	39	27	538.6006444
G179	1	18	46	466.3149127
G179	5	47	48	891.9122104
G180	2	21	92	836.3214977
G180	4	36	119	524.0557157
G180	5	42	95	1115.583829
G180	3	35	30	574.5621111
G180	6	52	115	635.3069517
G180	1	16	35	803.5869969
G181	6	42	131	460.1501992
G181	4	23	123	NA
G181	1	4	10	NA
G181	3	35	36	437.6297018
G181	2	14	103	548.6823046
G181	5	49	73	827.225792
G182	2	16	62	NA
G182	5	50	58	NA
G182	3	36	20	NA
G182	4	34	89	NA
G182	1	20	55	NA
G182	6	51	118	NA
G183	3	25	41	811.0395302
G183	5	56	65	693.5049902
G183	6	48	123	334.6430569
G183	4	33	101	639.5490233
G183	2	16	87	203.8489964
G183	1	12	56	183.4667061
G184	1	14	49	NA
G184	5	53	46	344.436212
G184	4	30	147	155.1382791
G184	3	31	75	NA
G184	2	3	70	304.754338
G184	6	46	137	NA
G185	1	9	29	741.9623998
G185	6	47	149	NA
G185	5	55	63	715.0747944
G185	2	12	74	568.2778059
G185	3	25	79	324.3907836
G185	4	32	126	369.7018761
G186	5	43	90	NA
G186	3	35	82	327.2640969
G186	2	5	77	290.3773191
G186	1	10	32	250.7537827
G186	6	49	141	288.9425558
G186	4	28	89	286.5067169
G187	5	49	68	754.2148552
G187	1	14	24	658.8563801
G187	6	41	126	242.5385292
G187	3	38	54	654.5641539
G187	4	24	138	363.6378197
G187	2	22	87	531.2754586
G188	4	23	104	434.5262186
G188	2	20	115	903.7042194
G188	5	46	93	999.0292507
G188	1	19	28	1068.897779
G188	3	29	36	NA
G188	6	45	114	558.3516332
G189	4	33	89	NA
G189	6	47	139	NA
G189	3	27	30	NA
G189	2	10	87	43.63926135
G189	5	55	90	NA
G190	2	21	94	255.6980289
G190	3	28	37	192.7697154
G190	1	10	52	312.9332653
G190	6	47	122	NA
G190	5	53	53	NA
G190	4	32	101	NA
G191	2	19	103	204.8162758
G191	5	53	61	660.8689385
G191	1	19	32	NA
G191	4	32	110	NA
G191	3	39	35	550.576699
G191	6	49	118	386.7670756
G192	1	21	52	971.1130606
G192	5	45	29	830.2064902
G192	2	8	104	1170.923918
G192	4	26	91	892.4161014
G192	3	28	44	944.1909667
G192	6	48	119	300.1786767
G193	4	32	109	501.0650164
G193	5	53	71	926.0634776
G193	6	45	143	268.9763675
G193	1	8	51	597.0873322
G193	3	28	54	1009.811329
G194	2	11	114	400.2563375
G194	3	37	65	854.1853551
G194	4	25	120	337.4316467
G194	1	22	27	410.2813021
G194	6	52	119	376.6220241
G194	5	46	80	577.0827905
G195	6	51	151	218.9109042
G195	5	41	81	488.8765022
G195	3	37	75	315.7003832
G195	2	9	64	457.9910887
G195	1	15	33	302.4728886
G195	4	28	112	NA
G196	1	19	7	526.582492
G196	2	14	90	368.0984043
G196	4	31	133	NA
G196	3	29	43	950.8112173
G196	6	48	144	NA
G196	5	52	67	1107.290891
G197	2	15	72	1113.949655
G197	6	45	150	538.0926615
G197	1	18	42	1039.490247
G197	5	42	53	664.4857215
G197	3	37	53	957.0799189
G197	4	33	117	624.6387206
G198	3	29	25	NA
G198	6	48	135	NA
G198	4	30	133	NA
G198	5	55	41	408.2475767
G198	2	4	90	NA
G198	1	22	35	295.6700858
G199	2	22	94	NA
G199	5	56	51	NA
G199	4	30	121	463.8293086
G199	3	31	43	NA
G199	6	46	116	NA
G199	1	20	41	NA
G200	4	38	121	420.5053489
G200	3	31	66	723.9705989
G200	6	47	113	643.5340466
G200	2	9	70	667.5324454
G200	5	50	46	700.4752112
G200	1	5	7	526.506362
G201	5	52	66	1007.12456
G201	3	37	22	499.6865817
G201	1	21	31	763.9434361
G201	4	28	94	642.8308898
G201	6	53	120	439.3169563
G201	2	15	101	585.9485516
G202	2	4	87	134.9084332
G202	6	42	136	157.6085826
G202	5	52	44	486.950915
G202	1	18	50	788.5439473
G202	3	36	53	725.0008596
G202	4	30	84	539.2321675
G203	4	26	146	NA
G203	3	38	76	NA
G203	2	4	72	144.3813393
G203	5	48	55	124.9029046
G203	6	47	130	NA
G203	1	12	32	NA
G204	3	32	22	315.6705977
G204	4	33	143	NA
G204	1	21	55	1342.793565
G204	2	6	108	669.4985733
G204	5	56	30	1089.136726
G204	6	47	154	NA
G205	6	54	125	651.1921448
G205	5	46	42	700.3409483
G205	4	28	133	231.8730781
G205	2	11	85	568.3113874
G205	1	21	42	317.9253729
G205	3	38	48	316.2582471
G206	6	49	101	223.4078763
G206	5	43	77	NA
G206	1	18	23	678.9154298
G206	4	30	115	482.810771
G206	3	33	28	511.7568518
G206	2	11	66	524.6401542
G207	5	54	57	287.8356507
G207	6	46	108	NA
G207	2	13	97	425.7717906
G207	4	30	114	NA
G207	3	32	64	770.854073
G207	1	21	34	572.3807853
G208	4	38	138	NA
G208	5	49	52	NA
G208	2	4	92	359.3308455
G208	3	33	76	181.6730489
G208	1	18	49	485.4101172
G208	6	46	146	274.183552
G209	6	46	129	NA
G209	4	29	135	NA
G209	5	54	77	NA
G209	2	7	70	NA
G209	3	38	62	186.7291203
G209	1	18	32	181.2888588
G210	3	38	35	331.5617211
G210	6	43	103	NA
G210	4	33	90	413.9226317
G210	2	19	75	1011.642395
G210	1	5	15	390.5276749
G210	5	40	59	488.9890213
G211	1	20	37	595.3742882
G211	6	44	106	486.394152
G211	4	32	130	691.7225827
G211	3	33	42	780.5684585
G211	5	44	59	621.3336186
G211	2	22	68	877.771685
G212	5	50	69	562.4043597
G212	4	26	101	496.8187725
G212	2	6	95	885.5920273
G212	3	29	19	461.7892635
G212	6	48	98	450.4823274
G212	1	21	56	657.4947405
G213	3	26	69	1799.200556
G213	6	53	114	388.2048066
G213	5	51	32	794.5175552
G213	4	34	121	NA
G213	2	9	115	1381.430307
G213	1	6	35	1426.343238
G214	4	32	138	222.3505749
G214	3	35	35	NA
G214	5	43	71	887.1767002
G214	2	18	72	1005.107605
G214	6	41	105	314.4295356
G214	1	14	34	731.0644482
G215	4	32	127	344.3920086
G215	2	4	75	507.1967348
G215	5	55	29	532.5935719
G215	1	17	17	731.5465535
G215	6	49	143	418.5250885
G215	3	32	80	715.970566
G216	3	27	59	269.2739563
G216	6	44	119	NA
G216	4	35	101	523.9046413
G216	5	45	70	343.0650406
G216	2	15	75	639.1738945
G216	1	5	45	699.1978647
G217	5	56	63	1163.370049
G217	3	34	35	596.0976731
G217	6	46	104	762.3665119
G217	2	19	102	134.3195978
G217	1	18	18	NA
G217	4	34	95	573.4714872
G218	5	45	36	496.5276461
G218	2	19	79	273.7602715
G218	4	35	119	347.167919
G218	1	7	41	1179.660547
G218	6	51	108	199.7964732
G218	3	35	57	532.9030645
G219	5	52	74	842.8777045
G219	4	25	136	NA
G219	2	9	116	676.2466802
G219	1	15	52	928.9114862
G219	3	30	36	907.896197
G219	6	42	162	NA
G220	2	9	94	281.801848
G220	5	47	72	230.5781853
G220	3	34	41	NA
G220	6	43	126	NA
G220	4	29	91	306.1464566
G220	1	12	51	NA
G221	6	45	126	189.6167711
G221	5	45	66	NA
G221	2	9	98	131.4911629
G221	3	34	53	483.7597646
G221	1	11	7	665.3796136
G221	4	28	117	146.7197324
G222	3	30	31	328.3488253
G222	6	40	116	NA
G222	5	52	76	NA
G222	1	19	43	NA
G222	2	20	71	377.8203983
G222	4	33	100	228.0689132
G223	3	37	19	NA
G223	2	9	99	267.5438508
G223	1	9	25	634.8386939
G223	6	46	134	NA
G223	5	55	84	358.7244227
G223	4	32	98	NA
G224	1	18	47	339.0869073
G224	4	35	100	731.768605
G224	3	31	39	NA
G224	6	54	124	349.4234136
G224	2	19	74	130.8110155
G224	5	48	83	262.4067011
G225	5	52	42	NA
G225	4	27	116	NA
G225	2	12	73	656.3514691
G225	3	34	65	1155.152836
G225	6	41	146	71.97083873
G225	1	18	21	366.3751521
G226	3	29	67	161.4584443
G226	6	45	119	NA
G226	4	23	92	NA
G226	2	15	64	606.1956401
G226	5	40	57	316.1360548
G226	1	5	13	385.3984614
G227	2	12	65	851.2040865
G227	1	4	49	219.2808173
G227	3	33	49	363.9372493
G227	6	53	139	260.1933445
G227	5	52	65	652.648775
G227	4	25	143	NA
G228	3	26	73	384.5749723
G228	1	12	3	532.0658132
G228	4	23	135	NA
G228	6	46	135	NA
G228	5	53	77	NA
G228	2	22	72	289.8018809
G229	3	26	62	467.9636696
G229	5	44	81	NA
G229	6	42	106	336.8433878
G229	2	17	79	689.4905128
G229	4	36	93	553.0309458
G229	1	14	7	624.4384722
G230	2	21	78	135.9547955
G230	5	45	53	231.9408663
G230	4	34	84	177.6292614
G230	3	32	42	231.8944147
G230	6	42	137	NA
G230	1	7	17	219.3329171
G231	5	44	30	1145.192485
G231	2	3	61	221.6942412
G231	6	45	161	177.2376654
G231	1	18	48	548.536122
G231	3	34	62	1059.177582
G231	4	23	93	NA
G232	6	50	100	547.2440466
G232	4	37	131	NA
G232	5	41	56	492.1943891
G232	2	7	106	671.1916136
G232	3	32	83	690.6378734
G232	1	21	7	833.5064377
G233	6	56	103	333.4184397
G233	3	36	81	457.7491598
G233	2	20	114	285.281385
G233	4	37	149	221.5439869
G233	5	42	91	NA
G233	1	11	50	321.3172845
G234	5	44	65	1027.382838
G234	3	31	72	444.2902077
G234	2	15	73	694.3825004
G234	1	9	32	575.0329906
G234	4	32	113	276.4206598
G234	6	50	118	209.4749665
G235	6	55	122	305.4527297
G235	1	10	7	593.3617298
G235	2	18	91	819.6872071
G235	5	44	45	382.0823338
G235	4	24	120	247.5322747
G235	3	25	31	NA
G236	6	41	102	157.1043859
G236	4	38	136	NA
G236	2	13	115	228.3019919
G236	3	36	68	367.29357
G236	1	8	13	215.8811582
G236	5	42	43	332.9507312
G237	3	30	61	256.6070154
G237	5	43	70	395.2416476
G237	4	26	90	533.2441611
G237	6	50	124	242.9051319
G237	2	4	74	302.5575496
G237	1	13	40	820.1711569
G238	2	14	114	NA
G238	4	37	94	294.3484746
G238	1	7	58	757.1579372
G238	3	25	62	877.1239367
G238	5	53	80	635.8332442
G238	6	53	118	NA
G239	5	47	56	611.5451052
G239	4	37	142	243.86327
G239	3	31	47	NA
G239	1	17	48	NA
G239	2	15	111	499.7248726
G239	6	46	102	530.5722198
G240	1	4	54	1109.0339
G240	3	34	25	123.5268235
G240	6	48	136	713.8201285
G240	2	10	97	492.9085285
G240	5	45	84	825.8795127
G240	4	24	150	163.4391741
G241	6	40	100	NA
G241	2	12	90	145.476073
G241	5	47	88	196.7986554
G241	1	15	40	402.3762187
G241	4	25	133	NA
G241	3	36	66	NA
G242	6	40	128	76.31100829
G242	5	49	86	873.493843
G242	4	34	103	901.1738636
G242	3	23	78	NA
G242	1	13	57	407.613801
G242	2	7	93	401.1030844
G243	5	56	36	NA
G243	2	13	81	288.242445
G243	1	9	52	1042.233942
G243	3	27	37	339.6088192
G243	4	27	124	NA
G243	6	43	135	NA
G244	2	3	91	492.272051
G244	6	49	132	324.4339826
G244	1	20	4	613.2608493
G244	5	44	92	669.9555619
G244	3	36	57	613.613542
G244	4	24	109	337.4638006
G245	2	13	94	305.457578
G245	6	44	139	132.2850552
G245	1	7	20	250.257335
G245	4	23	99	293.9860888
G245	3	29	38	845.9045095
G245	5	40	38	NA
G246	6	51	133	NA
G246	2	18	93	172.3818216
G246	3	26	31	NA
G246	5	55	37	346.8273363
G246	4	24	140	NA
G246	1	19	51	133.1100985
G247	3	23	57	NA
G247	1	18	26	752.9442959
G247	6	40	134	207.6846407
G247	5	44	73	812.0443071
G247	4	29	113	196.4408464
G247	2	8	97	647.6238355
G248	4	39	105	318.6150079
G248	5	45	35	589.2360036
G248	3	27	66	533.134217
G248	2	20	106	458.9740784
G248	6	48	160	278.5562648
G248	1	16	34	702.9485416
G249	4	34	127	NA
G249	5	51	61	556.1140795
G250	5	41	51	259.3150381
G250	4	37	134	NA
G250	6	40	127	NA
G250	3	29	77	497.2784389
G250	2	19	113	265.6964208
G250	1	14	42	378.4307546
G251	4	34	131	619.9022473
G251	3	38	47	750.902573
G251	2	20	102	706.7931864
G251	6	41	110	424.4905788
G251	5	48	73	902.8625072
G251	1	14	55	1092.041887
G252	4	38	135	NA
G252	5	49	67	982.4727868
G252	2	5	115	NA
G252	3	23	76	440.152264
G253	3	38	61	157.4903576
G253	4	31	119	NA
G253	1	11	15	209.1834686
G253	5	43	78	340.5616007
G253	2	18	69	185.0757408
G253	6	40	137	NA
G254	3	26	44	592.7534617
G254	4	32	121	NA
G254	1	10	55	374.0553417
G254	6	52	124	535.9750734
G254	5	42	82	NA
G254	2	21	104	371.7776578
G255	5	46	35	750.1816397
G255	2	20	69	562.3867886
G255	3	35	76	315.1798989
G255	6	53	124	527.6582635
G255	4	30	126	NA
G255	1	6	3	1208.515281
G256	3	23	73	441.3782945
G256	5	50	83	401.5348731
G256	4	38	142	NA
G256	1	6	27	630.5480188
G256	6	49	158	331.6853682
G256	2	14	67	308.5465382
G257	5	51	51	367.9912853
G257	3	28	69	NA
G257	4	23	98	NA
G257	6	46	142	222.4362208
G257	2	19	63	NA
G257	1	21	22	273.1112779
G258	5	43	83	NA
G258	6	45	129	548.9120925
G258	3	30	51	NA
G258	1	11	22	523.7724454
G258	2	8	108	496.3907253
G258	4	26	120	114.3280672
G259	5	51	88	312.9921924
G259	6	40	130	218.4450175
G259	1	13	53	268.8888417
G259	3	26	45	418.1581797
G259	2	18	112	240.5985435
G259	4	35	127	NA
G260	6	56	104	451.4335737
G260	1	6	24	774.8736233
G260	4	26	95	304.1698995
G260	2	17	109	NA
G260	5	54	93	313.3938334
G260	3	31	18	208.102725
G261	4	30	88	616.2729035
G261	3	30	58	500.7411015
G261	2	21	88	381.0740188
G261	6	53	146	276.0046573
G261	5	43	37	447.46612
G261	1	12	7	818.5003281
G262	3	30	60	382.1294185
G262	4	27	130	NA
G262	6	51	126	206.9426416
G262	5	53	88	316.1360548
G262	2	12	105	615.8578462
G262	1	9	6	NA
G263	5	41	75	284.0161852
G263	2	14	68	390.4731856
G263	3	29	58	409.3825227
G263	1	8	32	116.0859058
G263	6	50	156	338.8605839
G263	4	35	151	113.5638756
G264	2	18	64	NA
G264	1	17	7	532.3949817
G264	5	48	43	NA
G264	6	47	128	301.1615048
G264	3	26	56	624.9952588
G264	4	31	114	508.1341961
G265	1	12	19	869.7295761
G265	6	47	142	263.1397445
G265	4	35	128	528.8336857
G265	3	23	58	NA
G265	5	45	80	1135.668118
G265	2	15	84	873.834502
G266	1	20	42	700.8683005
G266	2	17	107	245.0589442
G266	4	32	134	384.742144
G266	3	31	54	203.4766029
G266	6	40	155	NA
G266	5	56	57	395.4325258
G267	4	26	92	442.2414222
G267	1	20	53	945.0823032
G267	6	44	156	452.8880747
G267	3	28	43	832.8362115
G267	2	4	86	402.7296679
G267	5	47	79	1128.783765
G268	2	14	91	541.8033316
G268	5	47	47	703.5329801
G268	1	15	5	362.4484214
G268	4	34	132	368.3577837
G268	3	30	43	NA
G268	6	46	99	645.8422676
G269	5	52	45	412.712762
G269	1	20	34	894.1279821
G269	6	46	131	472.4623596
G269	3	25	83	NA
G269	4	36	126	680.6797741
G269	2	15	115	NA
G270	6	55	147	354.885356
G270	2	8	99	NA
G270	3	23	22	301.7954425
G270	4	36	138	218.4710746
G270	1	13	24	668.2412073
G270	5	56	59	552.7044941
G271	5	53	60	619.7117795
G271	1	7	23	207.8567618
G271	6	44	107	671.9039535
G271	3	27	56	618.8214459
G271	2	7	108	1011.843544
G271	4	28	126	173.8319258
G272	4	27	86	1161.243892
G272	3	25	73	1004.827546
G272	2	17	101	525.1219168
G272	1	3	56	NA
G272	6	52	97	682.7188001
G272	5	49	47	552.8910188
G273	3	25	40	384.8354959
G273	4	36	125	436.8201837
G273	6	47	101	1256.68042
G273	1	22	28	1897.716699
G273	5	55	76	1320.713018
G273	2	6	116	1562.29382
G274	6	54	120	714.1237532
G274	1	16	59	694.6466644
G274	3	29	18	NA
G274	2	10	98	570.2268081
G274	4	24	106	486.8101086
G274	5	54	72	696.3879591
G275	2	12	94	281.2398233
G275	4	24	142	155.3188893
G275	1	5	31	1309.132384
G275	5	41	36	551.1718155
G275	6	55	163	300.3362373
G275	3	32	28	822.8594407
G276	3	27	64	514.9260537
G276	2	4	97	1326.884357
G276	1	13	35	1149.094057
G276	6	56	117	871.3832431
G276	4	39	93	1038.093958
G276	5	47	32	471.1183704
G277	5	55	79	634.5080873
G277	4	24	144	249.2980498
G277	6	54	109	732.2393404
G277	1	16	17	766.4461168
G277	3	35	81	NA
G277	2	10	100	467.1770984
G278	4	25	101	334.7463082
G278	2	12	72	554.0998868
G278	5	53	51	425.1493466
G278	3	28	39	821.9583665
G278	6	53	109	114.9311199
G278	1	16	16	118.8491754
G279	4	27	136	391.1139977
G279	1	17	39	459.8204984
G279	2	17	74	907.5114547
G279	6	47	123	370.9633725
G279	5	56	52	787.5955261
G279	3	36	75	381.5078957
G280	1	14	21	408.9794508
G280	6	54	126	690.0578126
G280	2	13	66	890.4204202
G280	5	44	49	339.5948292
G280	3	30	27	1050.531074
G280	4	23	95	620.0436071
G281	5	49	28	664.9803876
G281	2	12	92	1448.26633
G281	3	29	51	316.3794173
G281	6	40	97	1018.820658
G281	1	14	25	330.2286337
G281	4	34	85	1939.069587
G282	2	11	75	819.8491872
G282	4	31	143	568.2784166
G282	1	18	14	614.6797431
G282	6	50	115	997.5057166
G282	5	54	45	218.6286352
G282	3	32	50	1174.24434
G283	1	16	4	378.6320671
G283	2	3	95	843.1337739
G283	6	50	125	978.410227
G283	3	23	28	763.3696537
G283	5	42	62	1030.99269
G283	4	35	107	625.0425923
G284	6	43	114	311.905373
G284	2	14	86	1078.481257
G284	1	7	3	NA
G284	4	33	127	NA
G284	3	36	27	1025.179706
G284	5	40	48	847.0297779
G285	1	20	28	1333.308001
G285	6	51	96	1104.900035
G285	5	54	44	806.9649412
G285	3	35	67	1081.070913
G285	4	38	97	980.0409414
G285	2	17	111	778.1471885
G286	2	16	91	603.2721313
G286	5	47	92	320.3495102
G286	1	16	47	625.41363
G286	6	40	109	347.8160549
G286	4	27	148	225.866153
G286	3	29	71	837.297412
G287	3	39	23	1033.170676
G287	2	14	113	NA
G287	5	47	44	1095.092314
G287	1	21	6	1492.960334
G287	6	49	105	720.8727606
G287	4	37	114	449.4438631
G288	6	43	116	NA
G288	3	24	47	NA
G288	5	50	88	NA
G288	1	21	4	NA
G288	1	13	4	NA
G288	2	4	61	NA
G288	4	34	128	NA
G288	4	31	86	NA
G288	6	56	128	NA
G288	5	46	58	NA
G288	2	16	98	NA
G288	3	23	40	NA
G289	6	51	102	971.8781548
G289	1	10	22	931.6081166
G289	4	31	85	1421.918592
G289	5	46	83	1200.222305
G289	2	8	65	1186.479612
G289	3	33	78	769.9922739
G290	6	45	108	NA
G290	1	5	44	NA
G290	2	3	92	NA
G290	3	37	51	NA
G290	1	5	9	NA
G290	5	52	54	NA
G290	4	32	139	NA
G290	5	48	94	NA
G290	2	17	69	NA
G290	4	23	109	NA
G290	6	52	162	NA
G290	3	25	77	NA
G291	2	18	116	NA
G291	3	25	68	NA
G291	1	21	58	NA
G291	4	35	141	NA
G291	6	42	163	NA
G291	5	46	55	NA
G292	2	11	101	NA
G292	3	27	53	NA
G292	4	26	89	NA
G292	1	4	34	NA
G292	5	40	75	NA
G292	6	46	140	NA
G293	5	48	29	NA
G293	3	27	18	NA
G293	2	14	88	NA
G293	6	41	132	NA
G293	4	30	93	NA
G293	1	5	3	NA
G294	6	50	151	NA
G294	1	5	25	NA
G294	4	35	147	NA
G294	2	11	64	NA
G294	5	53	93	NA
G294	3	28	32	NA
G295	2	15	91	NA
G295	4	27	99	NA
G295	5	52	35	NA
G295	6	48	150	NA
G295	3	35	78	NA
G295	1	4	13	NA
G296	2	22	75	NA
G296	6	51	114	NA
G296	4	36	146	NA
G296	5	52	61	NA
G296	1	6	23	NA
G296	3	23	50	NA
G297	6	47	103	1883.70342
G297	5	46	60	1435.053871
G297	4	37	102	436.5136766
G297	2	7	79	841.6625991
G297	3	39	43	NA
G297	1	21	57	1073.940697
G298	2	17	73	NA
G298	3	34	75	412.3459543
G298	1	22	23	NA
G298	6	46	115	435.1681729
G298	5	46	95	NA
G298	4	30	123	364.5374164
G299	4	24	151	NA
G299	1	4	17	NA
G299	2	3	65	NA
G299	5	54	29	NA
G299	3	26	78	NA
G299	6	47	115	NA
G300	2	19	65	NA
G300	6	55	123	NA
G300	4	33	106	NA
G300	1	21	14	NA
G300	3	24	31	NA
G300	5	45	51	NA
G301	5	56	56	959.0942147
G301	1	21	13	1722.687359
G301	2	15	78	1481.450554
G301	6	56	132	410.6263234
G301	4	36	98	1380.605427
G301	3	31	17	1013.292748
G302	2	22	93	NA
G302	6	52	148	NA
G302	1	21	11	NA
G302	3	39	42	NA
G302	4	39	120	NA
G302	5	52	72	NA
G303	4	29	103	582.9432885
G303	3	28	36	NA
G303	6	44	110	278.4463434
G303	5	46	82	555.6441602
G303	1	19	36	651.6697096
G303	2	3	90	379.9672985
G304	4	25	86	NA
G304	3	29	61	NA
G304	5	44	51	588.3141061
G304	1	4	28	NA
G304	2	16	109	NA
G304	6	49	96	NA
G305	1	21	17	NA
G305	5	55	67	NA
G305	2	12	60	NA
G305	4	23	91	NA
G305	3	31	83	419.8577639
G305	6	56	122	NA
G306	1	22	33	NA
G306	4	39	119	NA
G306	5	54	34	NA
G306	3	39	46	NA
G306	2	21	111	NA
G307	1	19	18	NA
G307	6	50	138	262.2464806
G307	3	27	57	NA
G307	2	7	72	NA
G307	5	52	49	NA
G307	4	28	132	NA
G308	6	53	137	488.9277194
G308	3	29	29	539.048774
G308	2	12	89	NA
G308	5	51	83	NA
G308	4	38	90	NA
G308	1	5	24	519.2522731
G309	3	36	47	NA
G309	1	9	10	187.1260328
G309	6	49	109	NA
G309	2	19	90	NA
G309	4	29	144	NA
G309	5	50	38	NA
G310	3	33	46	NA
G310	4	28	150	NA
G310	2	16	89	NA
G310	1	21	54	183.7621446
G310	5	55	88	141.9781655
G310	6	46	124	NA
G311	4	34	105	391.9747713
G311	3	33	72	NA
G311	2	15	70	344.2002286
G311	5	53	35	NA
G311	1	15	39	564.0822615
G311	6	55	100	321.2590895
G312	2	19	93	NA
G312	6	47	133	187.557128
G312	3	36	67	NA
G312	4	32	100	NA
G312	5	41	41	NA
G312	1	19	11	NA
G313	3	28	21	NA
G313	4	31	94	NA
G313	5	42	72	NA
G313	6	44	99	NA
G313	1	4	37	NA
G313	2	12	82	NA
G314	2	9	76	NA
G314	6	55	131	NA
G314	4	30	105	NA
G314	5	48	75	NA
G314	3	34	54	NA
G314	1	20	15	NA
G315	1	19	53	304.6670176
G315	3	28	62	NA
G315	6	52	101	259.7189658
G315	5	53	31	NA
G315	2	10	103	NA
G315	4	24	131	NA
G316	3	37	68	NA
G316	5	52	50	NA
G316	4	39	118	NA
G316	2	22	96	NA
G316	6	56	108	NA
G317	2	13	63	NA
G317	1	4	27	NA
G317	4	34	137	NA
G317	6	45	125	NA
G317	3	35	66	NA
G317	5	55	85	NA
G318	2	7	66	NA
G318	5	50	81	NA
G318	4	33	115	NA
G318	6	50	106	NA
G318	3	35	44	NA
G318	1	20	40	NA
G319	2	11	70	NA
G319	1	21	46	NA
G319	4	32	143	NA
G319	3	30	79	NA
G319	5	53	79	NA
G319	6	43	151	NA
G320	1	19	23	NA
G320	6	53	122	NA
G320	3	36	17	165.672983
G320	5	47	90	NA
G320	2	8	84	NA
G320	4	39	103	NA
G321	3	25	36	290.8978165
G321	6	48	133	166.9814009
G321	2	20	87	191.9329287
G321	5	46	44	NA
G321	1	6	20	121.3729041
G321	4	27	88	323.6514411
G322	2	18	84	NA
G322	6	42	120	NA
G322	3	31	46	88.36388842
G322	5	48	60	NA
G322	1	6	37	266.9527819
G322	4	37	116	NA
G323	4	25	130	NA
G323	5	41	69	NA
G323	2	10	90	NA
G323	1	22	34	NA
G323	3	27	68	NA
G323	6	52	103	NA
G324	2	18	71	NA
G324	3	27	19	NA
G324	5	55	50	NA
G324	6	52	131	NA
G324	4	31	125	NA
G324	1	4	18	NA
G325	5	55	39	NA
G325	4	39	122	NA
G325	2	22	92	NA
G325	6	56	131	NA
G325	1	22	37	NA
G325	3	37	34	NA
G326	1	20	12	1168.901805
G326	3	23	61	441.4623388
G326	6	45	156	228.7814151
G326	5	51	41	NA
G326	2	22	66	657.3157008
G326	4	35	129	303.7384746
G327	2	4	109	705.9622516
G327	4	27	127	440.6078624
G327	1	18	51	NA
G327	6	42	96	748.8138814
G327	5	45	72	595.3688646
G327	3	25	16	290.5339139
G328	1	5	5	202.3845677
G328	2	17	93	NA
G328	5	45	58	564.2490852
G328	3	37	47	NA
G328	6	40	117	326.2452674
G328	4	36	88	NA
G329	2	6	86	NA
G329	6	54	144	NA
G329	3	26	71	NA
G329	1	22	17	NA
G329	4	38	131	NA
G329	5	40	29	NA
G330	2	10	60	653.8486414
G330	1	19	57	942.1372345
G330	5	41	95	973.7661414
G330	6	50	104	845.4722681
G330	3	32	52	NA
G330	4	28	118	218.6938809
G331	5	49	79	113.8896286
G331	4	27	102	485.0261277
G331	6	42	100	NA
G331	1	6	28	481.5634651
