Ident	Bloc	X	Y	DW.predicted.model1
G980	2	9	107	684.9831075
G981	3	36	26	695.9585444
G981	5	44	37	575.7048713
G981	4	30	97	214.5574159
G981	6	45	116	NA
G981	1	17	55	646.9528135
G981	2	14	60	651.6495037
G982	4	23	137	656.1291309
G982	6	43	96	539.4835531
G982	1	7	36	1315.144959
G982	5	49	34	NA
G982	3	23	63	593.3617298
G982	2	21	105	482.6310166
G983	3	32	65	760.3914498
G983	2	16	82	431.660699
G983	4	37	143	133.123289
G983	6	52	161	261.6384188
G983	1	8	7	1008.361225
G983	5	55	42	449.5923445
G984	3	28	63	840.6759455
G984	4	24	105	NA
G984	5	54	55	420.7244998
G984	1	6	46	471.329173
G984	2	19	115	696.9293619
G984	6	54	96	526.4853778
G985	3	36	51	554.3759977
G985	5	45	42	328.5753183
G985	2	10	61	497.3379816
G985	6	42	113	486.7120118
G985	4	23	113	243.733263
G985	1	21	25	524.0557157
G986	2	3	98	938.5652669
G986	3	24	49	874.676237
G986	6	53	130	448.4269801
G986	5	52	84	1014.387747
G986	1	3	23	64.91505467
G986	4	29	104	678.6351864
G987	2	8	60	222.2447661
G987	6	44	163	NA
G987	5	47	70	NA
G987	4	32	116	NA
G987	1	11	59	532.6852912
G987	3	25	30	NA
G988	3	29	75	1028.707963
G988	2	22	61	545.9734873
G988	4	36	137	NA
G988	1	7	56	592.332126
G988	6	43	160	NA
G988	5	44	86	NA
G989	1	14	41	1138.858353
G989	3	35	42	773.1374465
G989	4	25	122	700.5658265
G989	5	47	30	NA
G989	6	55	152	1155.218127
G989	2	13	90	642.9397685
G990	5	42	38	972.4487228
G990	2	14	62	1079.701132
G990	6	47	161	493.4841733
G990	3	24	61	1261.214188
G990	1	6	47	1012.027426
G990	4	25	118	899.6664248
G991	3	34	47	630.6895864
G991	1	22	15	771.8624903
G991	4	35	144	NA
G991	5	41	62	554.9472456
G991	2	3	101	450.0759436
G991	6	40	105	337.275462
G992	2	5	81	219.1150813
G992	6	47	131	NA
G992	1	22	6	218.0529904
G992	4	30	102	254.4017215
G992	3	30	81	NA
G992	5	49	55	291.7816895
G993	3	36	62	743.8967178
G993	2	5	88	423.4136184
G993	5	49	84	649.0569036
G993	1	14	35	1195.536946
G993	6	52	105	295.3010298
G993	4	33	132	175.3518004
G994	3	32	76	926.8098735
G994	6	54	149	648.3131261
G994	4	35	118	187.9964656
G994	5	43	28	412.1682105
G994	1	18	40	1227.755199
G994	2	18	62	1075.753252
G995	4	36	91	NA
G995	1	16	55	NA
G995	3	26	49	744.8588873
G995	6	41	161	NA
G995	5	40	80	649.5832124
G995	2	12	76	615.3976256
G996	2	9	96	591.2434064
G996	6	41	114	324.7196066
G996	5	47	49	489.7771245
G996	3	37	21	739.0038958
G996	1	9	38	703.4030567
G996	4	30	151	177.3026066
G997	1	14	16	1445.48015
G997	5	54	66	322.6181954
G997	4	36	135	480.2622692
G997	3	31	74	565.0191316
G997	2	5	79	920.2108154
G997	6	52	143	730.0292365
G998	1	7	4	288.1622657
G998	3	35	23	105.5663583
G998	2	15	92	396.3478783
G998	4	24	108	204.2055736
G998	5	54	49	491.6012982
G998	6	42	154	435.8116059
G999	4	24	124	302.1726401
G999	1	3	38	282.3403461
G999	6	41	149	NA
G999	3	36	77	693.3357519
G999	5	55	30	605.4583647
G999	2	19	98	74.71500051
G1000	3	30	33	423.2124695
G1000	6	47	152	301.6148725
G1000	5	51	49	625.3229766
G1000	1	16	57	923.3514024
G1000	4	37	128	316.8350779
G1000	2	16	77	841.690558
G1001	5	47	38	918.33749
G1001	4	32	140	253.7332315
G1001	2	16	90	NA
G1001	6	46	145	344.6475039
G1001	1	10	25	986.7063935
G1001	3	37	83	1408.727776
G1002	4	25	135	NA
G1002	5	54	53	373.2618611
G1002	3	32	16	NA
G1002	2	6	89	266.2968778
G1002	6	40	125	NA
G1002	1	6	54	344.9998909
G1003	5	53	34	635.7430557
G1003	4	26	85	1224.355191
G1003	2	4	76	NA
G1003	3	25	54	1302.455456
G1003	6	51	159	559.295515
G1003	1	16	41	1343.782898
G1004	4	25	106	1073.270333
G1004	2	14	98	848.2467891
G1004	3	33	60	793.6168947
G1004	6	53	117	464.7567281
G1004	1	5	36	1030.535657
G1004	5	43	33	1038.821314
G1005	1	15	27	1555.23806
G1005	2	4	100	1554.557056
G1005	5	56	35	1149.795433
G1005	3	34	45	1176.179845
G1005	4	32	133	840.6839239
G1005	6	49	150	696.5116257
G1006	1	8	5	886.1003151
G1006	5	49	31	659.6999962
G1006	6	47	148	514.4543792
G1006	4	38	149	183.0540396
G1006	3	30	76	NA
G1006	2	12	87	859.8855523
G1007	2	8	87	617.3188143
G1007	6	41	101	461.7504406
G1007	1	6	11	369.5311249
G1007	5	43	84	774.8083556
G1007	3	36	50	480.0829887
G1007	4	33	142	NA
G1008	3	38	29	354.0935503
G1008	2	21	98	638.58571
G1008	4	23	97	150.1451666
G1008	5	40	46	885.3976902
G1008	6	49	144	704.2643255
G1008	1	6	14	809.0886858
G1009	6	40	108	NA
G1009	2	17	104	87.48503222
G1009	4	24	148	NA
G1009	3	31	65	594.2382021
G1009	1	3	51	100.1623402
G1009	5	45	37	899.6168503
G1010	2	6	107	829.7066696
G1010	5	46	31	965.2518102
G1010	1	10	50	721.7467713
G1010	3	27	43	655.8817978
G1010	4	35	136	197.7486313
G1010	6	42	134	257.7386075
G1011	2	6	100	NA
G1011	1	7	19	354.2084231
G1011	5	49	30	NA
G1011	6	53	129	NA
G1011	3	31	77	390.495439
G1011	4	33	129	NA
G1012	6	52	163	208.7223105
G1012	4	33	118	402.4291582
G1012	3	29	68	NA
G1012	1	7	15	NA
G1012	5	41	92	NA
G1012	2	10	99	NA
G1013	5	48	34	245.8147538
G1013	1	15	29	690.6382663
G1013	6	45	109	486.3079196
G1013	3	33	70	585.697846
G1013	2	3	80	55.77357208
G1013	4	27	126	92.56280406
G1014	2	9	83	NA
G1014	4	31	134	NA
G1014	1	10	8	NA
G1014	6	46	159	NA
G1014	5	42	48	NA
G1014	3	32	72	166.203594
G1015	5	43	69	1258.548163
G1015	1	17	24	1277.393373
G1015	4	25	132	419.9247754
G1015	2	19	100	129.8500157
G1015	6	49	153	566.2662905
G1015	3	36	78	756.3631058
G1016	2	6	70	384.0028465
G1016	5	54	54	491.0713323
G1016	1	3	30	422.355418
G1016	4	37	90	656.2097474
G1016	6	47	144	211.6688888
G1017	1	14	13	366.8868801
G1017	3	27	40	NA
G1017	2	4	106	426.5612478
G1017	4	32	91	NA
G1017	6	40	154	NA
G1017	5	44	90	660.4675089
G1018	3	25	82	224.7768206
G1018	4	34	90	201.675815
G1018	1	5	47	349.9225776
G1018	5	44	48	530.520556
G1018	6	40	162	NA
G1018	2	17	97	825.3327712
G1019	1	9	17	336.2522553
G1019	6	53	143	304.1301777
G1019	4	31	100	458.4999526
G1019	2	8	80	262.62957
G1019	3	38	72	NA
G1019	5	43	34	NA
G1020	1	6	17	382.3647677
G1020	6	56	118	380.2527218
G1020	5	47	46	786.107131
G1020	3	31	63	NA
G1020	2	8	113	764.2318434
G1020	4	26	137	58.95392426
G1021	5	42	36	709.4359219
G1021	6	54	151	NA
G1021	1	13	21	NA
G1021	2	16	110	NA
G1021	4	29	118	NA
G1021	3	25	25	660.6378468
G1022	2	18	114	125.8852811
G1022	1	10	54	506.7519159
G1022	4	26	121	93.85866118
G1022	6	52	96	122.2548943
G1022	3	24	56	342.1189265
G1022	5	45	49	523.448593
G1023	2	3	107	193.8808939
G1023	1	8	38	1208.926844
G1023	5	44	50	NA
G1023	4	29	143	104.9589088
G1023	3	37	28	NA
G1024	5	51	52	735.9146501
G1024	4	25	105	NA
G1024	6	54	123	NA
G1024	3	36	22	NA
G1024	1	9	35	314.1873141
G1024	2	9	101	775.9443463
G1025	6	54	135	131.8135251
G1025	5	54	28	208.2908482
G1025	4	38	115	167.9447843
G1025	1	10	43	196.8260235
G1025	3	32	34	190.1884068
G1025	2	12	97	82.04243767
G1026	1	14	3	443.523007
G1026	4	31	118	358.8347485
G1026	5	42	89	800.4470441
G1026	6	41	117	544.2211718
G1026	3	25	39	164.3946122
G1026	2	11	105	304.7095429
G1027	4	36	113	362.5365628
G1027	3	35	40	895.4480597
G1027	2	12	62	1138.215538
G1027	1	13	23	NA
G1027	5	40	61	177.359962
G1027	6	44	161	NA
G1028	4	34	117	74.62083123
G1028	5	51	58	713.5404795
G1028	3	34	23	563.3172976
G1028	1	6	51	355.6199302
G1028	2	10	110	525.9980535
G1028	6	48	101	542.9241852
G1029	5	42	32	350.8501444
G1029	6	55	110	225.6225022
G1029	1	3	16	290.8753617
G1029	2	14	101	463.518429
G1029	4	29	102	398.4974176
G1029	3	25	52	583.4878225
G1030	4	29	111	NA
G1030	1	12	21	614.7216554
G1030	3	28	33	613.0756996
G1030	5	42	90	730.8696847
G1030	2	13	113	444.4874698
G1030	6	43	159	182.3463032
G1031	1	6	8	NA
G1031	4	35	105	NA
G1031	2	17	112	852.2405033
G1031	3	31	24	166.5775133
G1031	5	43	32	864.3257483
G1031	6	47	121	360.5242094
G1032	2	15	103	787.2463308
G1032	5	40	87	411.3846292
G1032	1	11	16	314.0217787
G1032	4	38	128	509.3301175
G1032	6	56	97	433.6832578
G1032	3	31	73	634.316844
G1033	5	52	46	372.1004464
G1033	4	33	107	666.9229308
G1033	1	22	31	596.2013364
G1033	3	24	37	943.7609806
G1033	2	5	105	947.1494135
G1033	6	48	146	237.9169693
G1034	3	28	77	794.6106237
G1034	6	50	136	259.2406064
G1034	4	38	101	214.0535476
G1034	1	11	53	531.4079188
G1034	5	53	81	442.0247931
G1034	2	6	104	254.629537
G1035	6	51	153	170.7290545
G1035	2	3	62	161.5885731
G1035	5	40	53	256.3152977
G1035	1	7	29	514.8345618
G1035	3	36	44	270.0828191
G1035	4	29	127	300.2225919
G1036	2	13	78	340.737529
G1036	1	10	6	903.0054209
G1036	3	38	80	935.6680233
G1036	4	27	89	NA
G1036	5	46	88	618.9603732
G1036	6	43	97	665.7118146
G1037	4	24	123	194.2110259
G1037	1	6	7	665.0854447
G1037	2	3	93	NA
G1037	3	38	30	530.1899765
G1037	5	51	82	666.6658856
G1037	6	44	105	330.294278
G1038	1	10	53	462.7497346
G1038	4	25	103	253.5335596
G1038	5	50	57	732.6118378
G1038	3	34	50	205.5795521
G1038	2	7	84	539.6516074
G1038	6	42	109	NA
G1039	3	30	46	348.6910924
G1039	5	53	95	NA
G1039	1	10	5	1049.099622
G1039	4	36	123	NA
G1039	2	10	91	632.5788024
G1039	6	45	118	NA
G1040	5	46	68	868.8278327
G1040	3	36	71	NA
G1040	2	13	111	585.6336227
G1040	1	8	41	NA
G1040	4	29	147	NA
G1040	6	47	127	169.5569634
G1041	5	45	85	557.967443
G1041	2	21	102	520.145148
G1041	3	32	71	199.2412421
G1041	6	53	105	339.3376626
G1041	1	6	33	NA
G1041	4	28	151	NA
G1042	4	23	134	NA
G1042	1	18	36	203.4797979
G1042	2	18	86	NA
G1042	5	40	89	NA
G1042	6	45	112	NA
G1042	3	35	18	NA
G1043	3	26	40	NA
G1043	2	17	89	NA
G1043	1	10	14	NA
G1043	6	49	134	NA
G1043	4	26	151	NA
G1043	5	51	66	NA
G1044	5	41	60	1094.368661
G1044	6	54	99	NA
G1044	3	27	76	1113.649365
G1044	4	29	138	177.3434741
G1044	2	11	106	858.3295143
G1044	1	16	27	NA
G1045	4	31	121	NA
G1045	6	40	107	NA
G1045	3	34	60	1140.401346
G1045	5	48	69	1345.049677
G1045	2	15	116	923.519213
G1045	1	9	33	898.5008613
G1046	3	37	20	293.4648963
G1046	6	54	122	NA
G1046	2	11	72	189.7955851
G1046	1	9	41	979.888316
G1046	4	26	116	NA
G1046	5	50	85	1378.913008
G1047	4	23	147	NA
G1047	3	33	83	416.5156462
G1047	2	21	77	406.4689557
G1047	1	3	54	NA
G1047	6	50	137	NA
G1047	5	41	42	337.5206496
G1048	6	44	145	497.3212553
G1048	5	41	54	NA
G1048	3	32	74	NA
G1048	2	6	79	715.9691996
G1048	1	3	22	701.79216
G1048	4	38	129	NA
G1049	1	20	13	842.0973571
G1049	5	49	51	1290.95951
G1049	3	33	30	928.0570341
G1049	2	22	79	729.0119852
G1049	6	49	135	NA
G1049	4	29	128	NA
G1050	1	3	37	553.4239759
G1050	2	9	112	1190.222476
G1050	3	37	59	697.5124926
G1050	5	43	81	850.2441058
G1050	4	23	85	917.9131036
G1050	6	46	110	789.5238097
G1051	3	28	56	856.1811005
G1051	5	43	67	340.009316
G1051	2	6	114	748.2788621
G1051	4	38	130	NA
G1051	1	16	21	538.1298696
G1051	6	52	129	528.4803026
G1052	4	27	119	175.1305885
G1052	5	56	49	804.5772312
G1052	2	19	67	1036.343031
G1052	3	34	28	548.9499506
G1052	6	45	103	568.450845
G1052	1	20	19	719.4969439
G1053	5	46	56	940.629738
G1053	2	16	61	1232.049348
G1053	3	32	79	748.1175998
G1053	6	50	113	506.6677689
G1053	4	28	98	894.3223769
G1053	1	16	5	994.6650652
G1054	3	36	74	506.3222754
G1054	5	49	74	109.4383114
G1054	2	5	102	562.056024
G1054	6	40	102	427.9048254
G1054	1	7	54	1178.482424
G1054	4	32	117	299.3673204
G1055	5	48	57	457.3251837
G1055	4	39	104	502.187445
G1055	1	16	26	543.4801532
G1055	2	16	112	644.5173062
G1055	3	24	66	1184.098899
G1055	6	43	134	359.2275942
G1056	5	44	62	1198.786415
G1056	6	50	127	493.3061234
G1056	4	23	112	258.2880512
G1056	2	15	85	1584.564613
G1056	3	27	25	607.1097042
G1056	1	15	35	1070.300798
G1057	2	14	69	531.3585267
G1057	1	18	38	NA
G1057	4	25	111	NA
G1057	5	53	66	NA
G1057	3	32	45	NA
G1057	6	41	100	324.6599628
G1058	4	28	123	317.8711694
G1058	6	52	106	345.6154832
G1058	2	20	75	260.376472
G1058	1	3	53	404.3427937
G1058	5	51	56	575.1407828
G1058	3	26	47	528.6039691
G1059	4	34	151	NA
G1059	5	45	71	270.0542463
G1059	6	48	141	196.9871815
G1059	2	9	90	402.5292193
G1059	3	28	75	502.9033632
G1059	1	17	3	NA
G1060	5	49	66	938.3566559
G1060	4	28	104	872.5750937
G1060	6	45	146	391.1386029
G1060	1	18	15	NA
G1060	2	3	103	648.7329887
G1060	3	31	70	1041.903628
G1061	2	3	85	585.7624807
G1061	4	34	126	568.8879555
G1061	1	10	9	509.589149
G1061	5	43	89	291.7816895
G1061	6	41	155	NA
G1061	3	33	82	805.5238756
G1062	4	30	95	642.2107788
G1062	1	6	15	103.0729634
G1062	2	16	111	499.9404204
G1062	3	37	56	460.1433077
G1062	6	52	160	250.7395669
G1062	5	48	58	181.3555816
G1063	3	37	38	NA
G1063	2	18	102	703.0467455
G1063	4	30	144	178.7289895
G1063	5	44	78	699.0854686
G1063	1	6	31	617.3286539
G1063	6	40	151	NA
G1064	6	45	153	93.03065666
G1064	3	27	47	227.1561629
G1064	5	46	76	1685.302337
G1064	4	26	84	245.466538
G1064	2	6	96	960.3835705
G1064	1	15	15	477.4899992
G1065	2	7	91	888.7731379
G1065	6	48	121	1362.195422
G1065	5	42	59	1228.409229
G1065	1	13	11	1289.800709
G1065	4	27	97	1641.919876
G1065	3	26	38	1090.632689
G1066	6	45	96	1043.551586
G1066	5	41	44	1094.391551
G1066	3	23	68	599.7970728
G1066	4	28	114	495.8058349
G1066	2	6	101	1356.879663
G1066	1	10	48	1197.758566
G1067	1	12	41	1598.941427
G1067	6	43	117	534.8562227
G1067	4	24	116	276.799019
G1067	3	30	34	NA
G1067	5	44	39	NA
G1067	2	19	110	NA
G1068	5	42	93	846.8731609
G1068	1	6	12	272.7893277
G1068	6	44	124	543.7786441
G1068	4	25	92	576.1880636
G1068	2	21	96	507.4014425
G1068	3	34	27	606.7939695
G1069	1	9	40	660.3558824
G1069	5	44	91	813.7029645
G1069	2	19	83	589.2519568
G1069	4	24	139	272.9315459
G1069	6	47	109	348.9758321
G1069	3	34	42	510.3310856
G1070	4	35	124	NA
G1070	2	8	116	NA
G1070	1	10	42	NA
G1070	3	27	17	NA
G1070	5	53	94	NA
G1070	3	37	26	NA
G1070	4	38	108	NA
G1070	5	56	41	NA
G1070	6	46	105	NA
G1070	6	48	126	NA
G1070	1	4	36	NA
G1070	2	14	76	NA
G1071	5	52	47	NA
G1071	6	55	133	NA
G1071	3	39	44	NA
G1071	6	56	109	NA
G1071	4	37	111	NA
G1071	6	53	148	NA
G1072	1	11	36	1007.011756
G1072	6	46	122	279.0428936
G1072	3	36	29	550.5518486
G1072	5	47	86	605.4422694
G1072	4	33	85	695.5668413
G1072	2	21	73	576.0464362
G1073	5	56	33	206.0028087
G1073	6	51	158	NA
G1073	3	28	57	323.1326405
G1073	4	33	150	NA
G1073	2	7	100	NA
G1073	1	3	45	NA
G1074	5	47	61	170.2092701
G1074	4	23	126	NA
G1074	2	5	106	671.8674218
G1074	3	32	78	450.8083062
G1074	6	48	138	NA
G1074	1	16	43	703.7138384
G1075	1	7	40	797.1695936
G1075	3	35	31	213.3611309
G1075	6	40	101	308.0003906
G1075	2	9	75	354.2470393
G1075	5	50	55	575.3382686
G1075	4	35	89	367.1657499
G1076	4	25	137	NA
G1076	6	48	117	126.5375078
G1076	3	24	67	633.0376531
G1076	1	7	13	498.8978873
G1076	5	41	85	NA
G1076	2	11	73	243.6274336
G1077	6	49	124	359.5103354
G1077	3	33	44	203.766236
G1077	4	23	108	213.006698
G1077	1	13	5	426.5862602
G1077	2	11	77	157.3726406
G1077	5	54	32	179.9342731
G1078	3	39	22	NA
G1078	5	55	40	310.914249
G1078	1	6	16	NA
G1078	4	27	138	NA
G1078	2	17	96	351.2828082
G1078	6	40	118	NA
G1079	5	40	85	223.0557171
G1079	4	29	88	373.8801567
G1079	2	11	63	NA
G1079	1	13	19	216.700289
G1079	6	42	110	168.0169248
G1079	3	30	23	NA
G1080	1	9	56	417.2457355
G1080	3	27	60	149.2489025
G1080	2	22	86	207.1669218
G1080	5	55	48	344.8419867
G1080	6	41	107	NA
G1080	4	33	125	NA
G1081	4	39	94	NA
G1081	5	44	57	571.4189665
G1081	1	8	31	215.8943488
G1081	6	52	140	NA
G1081	2	9	114	469.6772244
G1081	3	24	38	258.7361597
G1082	1	9	34	511.0257739
G1082	3	26	27	409.5655459
G1082	4	38	151	98.96727948
G1082	6	52	104	313.1701667
G1082	5	41	78	566.0339085
G1082	2	20	76	217.1008659
G1083	2	14	116	315.6191162
G1083	4	26	140	NA
G1083	6	52	150	NA
G1083	1	21	21	505.0822759
G1083	5	42	75	NA
G1083	3	25	19	298.1678036
G1084	6	52	146	272.9138753
G1084	5	47	81	423.2864763
G1084	2	5	116	115.8620966
G1084	3	25	80	515.6870369
G1084	1	12	40	529.2697132
G1084	4	31	142	NA
G1085	1	3	3	320.3316346
G1085	6	55	154	282.2633378
G1085	4	30	112	103.3742551
G1085	5	54	59	246.0356357
G1085	2	12	81	NA
G1085	3	37	54	515.3593996
G1086	3	31	22	445.8685432
G1086	1	20	26	956.4596232
G1086	2	14	97	446.30483
G1086	6	45	101	586.423214
G1086	4	37	120	203.0968097
G1086	5	48	92	534.9545883
G1087	6	44	144	311.8715442
G1087	2	13	105	457.4648002
G1087	5	41	79	800.5895684
G1087	3	34	43	622.7775666
G1087	4	36	127	362.839673
G1087	1	14	26	620.6395227
G1088	1	13	48	599.6389015
G1088	3	30	45	532.3152917
G1088	4	25	123	348.190634
G1088	2	19	106	166.491564
G1088	6	44	122	341.9481754
G1088	5	55	65	601.9759855
G1089	4	25	108	312.1395808
G1089	5	45	39	282.9912219
G1089	2	6	65	NA
G1089	6	53	151	NA
G1089	1	9	31	515.9132608
G1089	3	28	30	242.167962
G1090	4	28	84	191.7798095
G1090	1	5	38	506.6593809
G1090	5	56	28	NA
G1090	3	30	22	231.742257
G1090	2	5	78	179.3352502
G1090	6	53	131	112.6766938
G1091	6	45	117	443.0157818
G1091	4	31	124	384.953027
G1091	5	52	70	549.5373755
G1091	1	9	48	546.0942901
G1091	2	13	64	670.4155584
G1091	3	33	79	882.8054982
G1092	6	54	101	363.1551004
G1092	5	46	37	533.2564766
G1092	1	8	59	683.6737895
G1092	4	38	103	137.77455
G1092	2	18	89	515.1626093
G1092	3	25	50	404.4028683
G1093	6	45	163	NA
G1093	4	24	147	NA
G1093	5	55	94	468.6601798
G1093	2	3	81	245.5190832
G1093	3	34	20	367.6472449
G1093	1	12	48	563.3250287
G1094	2	9	93	559.2162557
G1094	1	3	41	713.3254624
G1094	4	23	143	NA
G1094	3	38	31	320.2167617
G1094	5	43	36	650.7866404
G1094	6	50	123	528.2667386
G1095	1	13	47	626.1509453
G1095	5	42	86	1224.859122
G1095	3	33	64	190.5966766
G1095	4	30	141	436.0461123
G1095	2	5	69	386.3916792
G1095	6	46	151	371.0783464
G1096	1	14	12	916.6204143
G1096	5	44	66	507.1600395
G1096	2	21	110	375.1745781
G1096	3	30	59	734.2647415
G1096	4	34	92	773.7407428
G1096	6	42	108	558.3017859
G1097	6	55	103	571.7873883
G1097	3	35	20	429.1707991
G1097	1	5	53	1200.641453
G1097	4	36	105	NA
G1097	5	48	31	674.8343964
G1097	2	13	65	931.4894032
G1098	2	17	94	NA
G1098	1	11	23	438.4021178
G1098	3	23	24	348.1442624
G1098	4	30	122	338.9126789
G1098	6	40	104	NA
G1098	5	46	85	NA
G1099	2	13	107	210.7214462
G1099	3	39	34	226.6110361
G1099	5	44	32	1066.534924
G1099	1	15	44	726.1727472
G1099	6	43	154	NA
G1099	4	23	101	257.5762639
G1100	4	26	149	163.5476025
G1100	6	51	147	NA
G1100	5	47	74	NA
G1100	1	12	39	672.5693516
G1100	2	10	80	274.5972409
G1100	3	32	69	487.4260087
G1101	5	42	57	NA
G1101	1	9	51	NA
G1101	3	28	80	865.0314359
G1101	6	55	126	620.2998203
G1101	2	12	98	NA
G1101	4	32	120	NA
G1102	3	35	22	800.3725695
G1102	6	51	120	NA
G1102	5	45	81	571.6621671
G1102	4	28	106	355.0781795
G1102	2	3	111	NA
G1102	1	9	13	696.9293619
G1103	1	18	16	NA
G1103	3	26	67	NA
G1103	5	41	34	NA
G1103	4	28	119	NA
G1103	6	52	126	NA
G1103	2	11	67	NA
G1104	4	38	125	NA
G1104	3	35	62	488.6375572
G1104	5	46	52	498.4308341
G1104	6	41	133	173.9237697
G1104	2	7	69	522.1570495
G1104	1	10	41	774.6463982
G1105	4	35	134	NA
G1105	2	7	80	97.80234903
G1105	5	40	51	177.868884
G1105	6	40	153	NA
G1105	1	12	38	796.2158544
G1105	3	27	45	456.7600278
G1106	1	15	8	796.0684395
G1106	3	23	65	556.2780801
G1106	5	44	79	686.6540581
G1106	4	28	92	689.4051372
G1106	6	47	151	284.2903126
G1106	2	5	99	373.2359433
G1107	2	6	93	861.6773041
G1107	3	27	35	616.966448
G1107	1	10	23	NA
G1107	5	48	65	833.2898484
G1107	4	34	124	298.4422307
G1107	6	41	139	NA
G1108	3	24	50	NA
G1108	6	45	110	564.6054443
G1108	1	15	30	801.951413
G1108	4	34	143	NA
G1108	2	21	75	799.5825836
G1108	5	46	45	1135.913736
G1109	6	42	155	379.8712477
G1109	2	14	84	378.2085219
G1109	3	38	74	778.8891649
G1109	5	52	59	512.2092995
G1109	4	28	139	404.3174927
G1109	1	14	59	519.5045186
G1110	4	34	119	199.0628991
G1110	5	51	31	205.0561643
G1110	2	12	91	313.207575
G1110	6	40	148	NA
G1110	1	7	37	811.0637686
G1110	3	38	70	369.4963123
G1111	6	53	111	NA
G1111	1	5	50	181.464989
G1111	3	24	25	255.8227162
G1111	5	54	63	NA
G1111	2	7	68	NA
G1111	4	33	136	131.7972184
G1112	3	30	66	277.3808808
G1112	5	41	71	427.6335183
G1112	2	17	85	200.8928412
G1112	6	40	157	NA
G1112	1	10	28	652.7138205
G1112	4	31	95	330.6106604
G1113	3	27	70	NA
G1113	4	24	107	466.8826807
G1113	5	52	91	607.8878619
G1113	2	16	104	800.5389238
G1113	6	43	138	205.8258791
G1113	1	8	52	741.34196
G1114	2	10	113	763.0498916
G1114	5	51	57	478.4857133
G1114	4	36	118	211.2679624
G1114	6	41	131	223.1056857
G1114	3	34	56	674.1115628
G1114	1	16	9	872.2040942
G1115	1	21	20	534.3288307
G1115	2	19	86	485.741762
G1115	6	42	101	372.9847246
G1115	3	38	33	300.0378492
G1115	5	52	33	610.9067885
G1115	4	27	120	253.6824631
G1116	4	24	129	NA
G1116	1	12	16	339.0243823
G1116	2	14	95	265.3019628
G1116	6	51	154	219.9621534
G1116	3	27	61	635.3105731
G1116	5	49	29	190.8636446
G1117	1	9	12	360.2831141
G1117	4	25	102	511.7730705
G1117	5	53	29	194.0944961
G1117	3	26	30	764.4349105
G1117	6	55	136	396.6567135
G1117	2	3	64	307.8230091
G1118	3	27	81	267.5832055
G1118	1	13	15	205.7541264
G1118	5	49	38	252.0568422
G1118	4	23	130	NA
G1118	2	4	91	375.3262262
G1118	6	47	108	268.4434105
G1119	5	51	68	1014.878587
G1119	2	11	86	678.0880551
G1119	3	29	24	NA
G1119	4	29	119	324.2940747
G1119	1	11	51	275.0765646
G1119	6	47	159	NA
G1120	4	26	88	99.64024672
G1120	5	44	74	NA
G1120	1	10	27	426.1053421
G1120	6	49	97	295.1576257
G1120	2	16	69	507.7723796
G1120	3	23	43	NA
G1121	5	42	40	319.4699362
G1121	4	39	86	320.7205098
G1121	2	5	73	356.9660462
G1121	6	54	154	NA
G1121	1	9	18	507.8102811
G1121	3	38	77	466.3737184
G1122	6	55	111	NA
G1122	3	37	32	506.6016182
G1122	1	13	46	308.9236748
G1122	2	19	91	173.568558
G1122	5	53	85	825.4078386
G1122	4	39	113	NA
G1123	2	19	109	544.3698925
G1123	6	49	119	NA
G1123	1	19	17	324.1417104
G1123	5	52	51	311.794536
G1123	4	31	141	435.2299268
G1123	3	31	37	796.7105204
